ticket_id,created_at,category,channel,customer_tier,agent,priority,first_response_min,resolution_hours,sla_target_hours,sla_breached,escalated,csat_score,resolution_outcome
TCK-100464,2024-08-08 11:18:00,Bug/Error,Portal,Pro,Agent_02,Medium,89.2,0.44,72,False,False,3,Resolved - Workaround
TCK-101511,2024-08-08 15:34:00,Login/Authentication,Chat,Pro,Agent_11,High,6.1,1.64,24,False,False,5,Resolved
TCK-102597,2024-08-08 17:56:00,Data Export/Import,Email,Free,Agent_06,Low,34.7,19.12,120,False,False,4,Resolved
TCK-101580,2024-08-08 23:31:00,Integration/API,Phone,Free,Agent_12,Medium,6.1,15.69,72,False,True,3,Resolved - Escalated
TCK-103948,2024-08-09 00:00:00,Account Setup,Chat,Basic,Agent_11,Critical,1.0,1.36,4,False,False,4,Resolved
TCK-103611,2024-08-09 00:00:00,Bug/Error,Portal,Pro,Agent_02,Medium,1.0,4.5,72,False,False,4,Resolved
TCK-103710,2024-08-09 00:00:00,Data Export/Import,Chat,Free,Agent_09,Critical,1.0,5.41,4,True,False,3,Resolved - Workaround
TCK-100734,2024-08-09 01:37:00,Account Setup,Email,Basic,Agent_08,Medium,93.7,3.57,72,False,False,3,Resolved - Workaround
TCK-102861,2024-08-09 01:51:00,Performance/Slowness,Portal,Free,Agent_02,Medium,226.8,2.36,72,False,False,4,Resolved
TCK-102671,2024-08-09 02:28:00,Login/Authentication,Email,Pro,Agent_08,High,60.7,3.95,24,False,False,4,Resolved
TCK-101979,2024-08-09 03:41:00,Bug/Error,Email,Enterprise,Agent_06,High,6.6,2.8,24,False,False,5,Resolved
TCK-101996,2024-08-09 09:01:00,Bug/Error,Email,Basic,Agent_04,Medium,173.8,14.6,72,False,False,5,Resolved
TCK-102340,2024-08-09 11:44:00,Login/Authentication,Portal,Free,Agent_05,Medium,16.7,0.54,72,False,False,5,Resolved - Workaround
TCK-101122,2024-08-09 15:27:00,Billing/Invoicing,Email,Basic,Agent_10,Low,224.8,2.75,120,False,False,3,Resolved
TCK-101625,2024-08-09 15:46:00,Feature Request,Chat,Basic,Agent_07,High,1.0,10.78,24,False,False,4,Resolved
TCK-102551,2024-08-09 17:18:00,Login/Authentication,Email,Basic,Agent_04,High,1.0,6.6,24,False,False,3,Resolved
TCK-103360,2024-08-09 17:26:00,Login/Authentication,Email,Free,Agent_07,High,7.4,0.9,24,False,False,3,Resolved
TCK-101697,2024-08-09 18:51:00,Login/Authentication,Email,Free,Agent_12,Critical,4.0,2.11,4,False,False,5,Resolved
TCK-102202,2024-08-09 19:13:00,Login/Authentication,Portal,Basic,Agent_06,High,31.9,1.9,24,False,False,5,Resolved
TCK-102889,2024-08-09 19:51:00,Login/Authentication,Email,Basic,Agent_12,Low,20.1,0.88,120,False,False,5,Resolved
TCK-100135,2024-08-09 21:08:00,Login/Authentication,Chat,Free,Agent_11,Medium,18.6,2.06,72,False,False,3,Resolved
TCK-103150,2024-08-09 21:20:00,Integration/API,Email,Basic,Agent_10,Medium,8.2,35.97,72,False,False,4,Resolved
TCK-101254,2024-08-10 07:55:00,Login/Authentication,Chat,Free,Agent_08,High,2.3,2.0,24,False,False,4,Resolved
TCK-103082,2024-08-10 08:06:00,Login/Authentication,Chat,Enterprise,Agent_01,Critical,1.3,1.18,4,False,False,5,Resolved
TCK-100354,2024-08-10 11:28:00,Login/Authentication,Chat,Enterprise,Agent_06,Medium,3.7,5.98,72,False,False,4,Resolved
TCK-100919,2024-08-10 18:58:00,Data Export/Import,Email,Pro,Agent_11,Medium,4.4,1.91,72,False,False,5,Resolved
TCK-101129,2024-08-10 19:11:00,Data Export/Import,Email,Basic,Agent_06,Low,31.8,6.25,120,False,False,4,Resolved
TCK-100064,2024-08-10 21:12:00,Performance/Slowness,Chat,Free,Agent_05,High,1.0,2.4,24,False,False,4,Resolved
TCK-101348,2024-08-10 23:40:00,Bug/Error,Portal,Basic,Agent_08,High,52.9,16.73,24,False,True,3,Resolved - Escalated
TCK-102994,2024-08-11 10:00:00,Bug/Error,Email,Free,Agent_04,Critical,1.0,9.77,4,True,False,4,Resolved
TCK-101791,2024-08-11 23:42:00,Billing/Invoicing,Email,Free,Agent_07,Medium,107.2,2.55,72,False,False,3,Resolved
TCK-103877,2024-08-12 00:00:00,Performance/Slowness,Email,Pro,Agent_10,High,37.1,3.6,24,False,False,4,Resolved
TCK-103531,2024-08-12 00:00:00,Integration/API,Email,Pro,Agent_05,Medium,132.1,26.63,72,False,False,5,Resolved
TCK-103911,2024-08-12 00:00:00,Bug/Error,Chat,Pro,Agent_09,Medium,10.3,10.52,72,False,True,2,Unresolved - Pending Engineering
TCK-101369,2024-08-12 04:20:00,Performance/Slowness,Chat,Basic,Agent_01,High,1.0,11.37,24,False,True,3,Resolved - Escalated
TCK-102862,2024-08-12 07:25:00,Performance/Slowness,Phone,Enterprise,Agent_01,Critical,2.9,8.48,4,True,True,1,Resolved - Escalated
TCK-103115,2024-08-12 11:46:00,Integration/API,Email,Free,Agent_12,Low,25.4,14.83,120,False,False,4,Resolved
TCK-101078,2024-08-12 17:38:00,Login/Authentication,Chat,Free,Agent_09,Critical,2.2,0.7,4,False,False,4,Resolved
TCK-102030,2024-08-12 18:21:00,Feature Request,Chat,Basic,Agent_06,High,4.7,24.45,24,True,False,3,Resolved - Workaround
TCK-100610,2024-08-12 20:31:00,Feature Request,Email,Free,Agent_12,Critical,2.5,0.8,4,False,False,3,Resolved
TCK-103446,2024-08-13 00:00:00,Login/Authentication,Chat,Pro,Agent_06,Medium,8.7,1.75,72,False,False,4,Resolved - Workaround
TCK-101840,2024-08-13 00:02:00,Bug/Error,Phone,Free,Agent_10,High,1.0,23.37,24,False,False,4,Resolved - Workaround
TCK-102590,2024-08-13 03:28:00,Billing/Invoicing,Email,Free,Agent_06,Medium,23.8,2.21,72,False,False,5,Resolved
TCK-100578,2024-08-13 04:16:00,Login/Authentication,Portal,Free,Agent_11,High,28.2,0.63,24,False,True,3,Resolved - Escalated
TCK-102516,2024-08-13 05:06:00,Data Export/Import,Portal,Basic,Agent_05,High,118.6,4.52,24,False,True,3,Resolved - Escalated
TCK-102926,2024-08-13 06:30:00,Account Setup,Email,Pro,Agent_12,High,25.1,1.38,24,False,True,3,Resolved - Escalated
TCK-102120,2024-08-13 06:33:00,Bug/Error,Chat,Pro,Agent_02,High,9.2,4.26,24,False,True,5,Unresolved - Pending Engineering
TCK-100504,2024-08-13 09:50:00,Data Export/Import,Email,Basic,Agent_06,Low,156.5,12.17,120,False,False,4,Resolved
TCK-100761,2024-08-13 11:31:00,Login/Authentication,Portal,Basic,Agent_06,High,31.6,3.34,24,False,False,4,Resolved
TCK-102989,2024-08-13 13:30:00,Data Export/Import,Email,Free,Agent_07,Medium,16.1,10.84,72,False,False,5,Resolved
TCK-103134,2024-08-13 15:49:00,Performance/Slowness,Chat,Free,Agent_04,Critical,1.6,0.8,4,False,True,3,Unresolved - Pending Engineering
TCK-101966,2024-08-13 16:35:00,Login/Authentication,Chat,Basic,Agent_01,Critical,1.0,1.58,4,False,False,4,Resolved
TCK-100787,2024-08-13 21:45:00,Data Export/Import,Email,Basic,Agent_12,Low,50.6,11.42,120,False,False,4,Resolved
TCK-103837,2024-08-14 00:00:00,Bug/Error,Phone,Pro,Agent_10,Critical,1.0,1.48,4,False,False,4,Resolved
TCK-103396,2024-08-14 00:00:00,Performance/Slowness,Chat,Enterprise,Agent_11,High,3.4,3.28,24,False,True,2,Resolved - Escalated
TCK-100569,2024-08-14 01:54:00,Feature Request,Email,Free,Agent_06,High,29.0,9.16,24,False,False,4,Resolved
TCK-100096,2024-08-14 01:59:00,Performance/Slowness,Portal,Free,Agent_05,Medium,25.3,5.82,72,False,False,3,Resolved
TCK-102950,2024-08-14 02:55:00,Performance/Slowness,Chat,Pro,Agent_07,High,1.0,5.22,24,False,False,5,Resolved - Workaround
TCK-100638,2024-08-14 05:56:00,Bug/Error,Chat,Pro,Agent_01,High,1.5,1.88,24,False,False,4,Resolved
TCK-100552,2024-08-14 06:48:00,Performance/Slowness,Email,Enterprise,Agent_03,High,39.9,12.66,24,False,True,2,Resolved - Escalated
TCK-103139,2024-08-14 09:14:00,Integration/API,Portal,Free,Agent_02,High,58.8,9.01,24,False,False,3,Resolved
TCK-102209,2024-08-14 11:15:00,Performance/Slowness,Email,Pro,Agent_08,Medium,292.8,1.36,72,False,True,4,Resolved - Escalated
TCK-100928,2024-08-14 15:59:00,Account Setup,Email,Free,Agent_07,Medium,11.9,1.61,72,False,False,3,Resolved
TCK-103782,2024-08-15 00:00:00,Billing/Invoicing,Chat,Free,Agent_06,Medium,16.4,0.99,72,False,False,4,Resolved
TCK-103617,2024-08-15 00:00:00,Integration/API,Chat,Free,Agent_05,Low,1.0,14.31,120,False,False,5,Resolved
TCK-103893,2024-08-15 00:00:00,Performance/Slowness,Email,Free,Agent_05,Critical,21.2,0.32,4,False,False,4,Resolved - Workaround
TCK-103197,2024-08-15 00:56:00,Login/Authentication,Email,Pro,Agent_06,High,1.0,1.3,24,False,False,4,Resolved
TCK-102176,2024-08-15 05:00:00,Bug/Error,Portal,Free,Agent_01,Critical,48.2,7.33,4,True,False,3,Resolved
TCK-102403,2024-08-15 08:03:00,Bug/Error,Portal,Free,Agent_04,Medium,103.7,3.1,72,False,True,3,Unresolved - Pending Engineering
TCK-102799,2024-08-15 11:34:00,Performance/Slowness,Chat,Basic,Agent_01,Critical,1.0,0.55,4,False,True,3,Resolved - Escalated
TCK-100089,2024-08-15 14:52:00,Login/Authentication,Portal,Basic,Agent_12,Medium,17.0,0.52,72,False,False,4,Resolved
TCK-102356,2024-08-15 15:19:00,Login/Authentication,Phone,Basic,Agent_12,Medium,1.0,1.35,72,False,False,4,Resolved
TCK-103303,2024-08-15 16:04:00,Billing/Invoicing,Phone,Pro,Agent_04,Low,12.2,2.76,120,False,False,4,Resolved
TCK-100688,2024-08-15 17:26:00,Billing/Invoicing,Email,Free,Agent_09,Critical,1.0,0.53,4,False,False,3,Resolved
TCK-102446,2024-08-15 18:20:00,Bug/Error,Portal,Pro,Agent_04,Medium,22.9,1.63,72,False,False,5,Resolved
TCK-100736,2024-08-15 19:23:00,Bug/Error,Portal,Free,Agent_11,High,1.0,6.61,24,False,False,4,Resolved
TCK-102512,2024-08-15 19:32:00,Billing/Invoicing,Email,Enterprise,Agent_02,Medium,19.9,2.43,72,False,False,4,Resolved - Workaround
TCK-102841,2024-08-15 19:37:00,Bug/Error,Portal,Pro,Agent_04,Low,85.9,39.64,120,False,True,3,Resolved - Escalated
TCK-100762,2024-08-15 21:15:00,Bug/Error,Portal,Free,Agent_06,High,112.4,1.08,24,False,False,4,Resolved
TCK-100611,2024-08-15 22:16:00,Login/Authentication,Chat,Free,Agent_12,High,5.4,0.75,24,False,True,2,Resolved - Escalated
TCK-103302,2024-08-15 22:56:00,Bug/Error,Chat,Basic,Agent_02,Medium,5.3,44.66,72,False,False,5,Resolved - Workaround
TCK-103701,2024-08-16 00:00:00,Feature Request,Email,Pro,Agent_03,Medium,63.2,22.8,72,False,False,3,Resolved
TCK-103900,2024-08-16 00:00:00,Billing/Invoicing,Chat,Basic,Agent_08,High,3.4,1.71,24,False,False,4,Resolved
TCK-103763,2024-08-16 00:00:00,Bug/Error,Email,Pro,Agent_12,Critical,1.0,1.47,4,False,False,4,Resolved
TCK-102577,2024-08-16 00:17:00,Performance/Slowness,Email,Basic,Agent_03,Low,70.0,16.84,120,False,True,4,Resolved - Escalated
TCK-102566,2024-08-16 00:59:00,Data Export/Import,Email,Pro,Agent_08,Low,31.1,1.83,120,False,False,4,Resolved
TCK-103293,2024-08-16 03:02:00,Bug/Error,Portal,Pro,Agent_05,Medium,22.2,0.78,72,False,False,5,Resolved
TCK-101893,2024-08-16 05:28:00,Bug/Error,Email,Free,Agent_06,Medium,39.9,9.24,72,False,True,3,Resolved - Escalated
TCK-100744,2024-08-16 06:23:00,Account Setup,Email,Free,Agent_02,Medium,5.3,1.08,72,False,False,5,Resolved - Workaround
TCK-101469,2024-08-16 06:37:00,Billing/Invoicing,Email,Free,Agent_03,High,29.3,3.19,24,False,False,5,Resolved
TCK-102486,2024-08-16 08:52:00,Login/Authentication,Chat,Basic,Agent_02,Critical,3.1,0.38,4,False,False,4,Resolved
TCK-101483,2024-08-16 09:04:00,Login/Authentication,Portal,Basic,Agent_11,Critical,3.7,0.76,4,False,False,4,Resolved
TCK-103020,2024-08-16 14:08:00,Bug/Error,Email,Pro,Agent_04,Medium,11.8,18.0,72,False,False,4,Resolved
TCK-101171,2024-08-16 19:31:00,Bug/Error,Chat,Basic,Agent_03,Critical,1.0,2.87,4,False,False,5,Resolved - Workaround
TCK-101015,2024-08-16 22:51:00,Billing/Invoicing,Chat,Pro,Agent_10,Medium,3.3,6.24,72,False,False,5,Resolved
TCK-100801,2024-08-17 02:31:00,Integration/API,Email,Enterprise,Agent_04,High,66.5,1.75,24,False,True,2,Unresolved - Pending Engineering
TCK-103096,2024-08-17 23:13:00,Bug/Error,Chat,Pro,Agent_10,High,19.2,2.25,24,False,True,2,Resolved - Escalated
TCK-100892,2024-08-17 23:44:00,Feature Request,Email,Free,Agent_06,Low,3.1,17.78,120,False,True,3,Resolved - Escalated
TCK-102823,2024-08-18 09:13:00,Login/Authentication,Email,Free,Agent_11,Medium,187.4,6.65,72,False,False,4,Resolved
TCK-101639,2024-08-18 16:29:00,Bug/Error,Email,Free,Agent_08,High,35.0,4.77,24,False,False,4,Resolved
TCK-101359,2024-08-18 20:24:00,Bug/Error,Email,Free,Agent_10,Medium,81.3,7.58,72,False,False,3,Resolved
TCK-103932,2024-08-19 00:00:00,Data Export/Import,Email,Free,Agent_04,Medium,14.4,0.87,72,False,False,4,Resolved
TCK-103382,2024-08-19 00:00:00,Billing/Invoicing,Phone,Pro,Agent_11,Critical,1.0,0.43,4,False,False,4,Resolved
TCK-103957,2024-08-19 00:00:00,Login/Authentication,Email,Free,Agent_09,Low,13.8,2.33,120,False,False,4,Resolved
TCK-101559,2024-08-19 03:32:00,Performance/Slowness,Chat,Basic,Agent_12,Low,2.4,18.5,120,False,False,5,Resolved
TCK-101026,2024-08-19 07:08:00,Performance/Slowness,Chat,Pro,Agent_08,Critical,2.6,0.65,4,False,False,4,Resolved
TCK-100246,2024-08-19 15:16:00,Data Export/Import,Email,Basic,Agent_02,Critical,2.0,0.7,4,False,False,4,Resolved
TCK-102765,2024-08-19 15:27:00,Performance/Slowness,Phone,Free,Agent_01,Medium,1.0,17.78,72,False,False,5,Resolved
TCK-100886,2024-08-19 16:07:00,Performance/Slowness,Chat,Pro,Agent_06,Critical,8.1,4.38,4,True,False,4,Resolved
TCK-101315,2024-08-19 16:52:00,Performance/Slowness,Email,Free,Agent_10,High,26.1,14.31,24,False,False,3,Resolved
TCK-100501,2024-08-19 20:13:00,Feature Request,Email,Basic,Agent_12,Medium,4.4,22.17,72,False,False,3,Resolved - Workaround
TCK-101264,2024-08-19 21:32:00,Performance/Slowness,Portal,Free,Agent_03,High,15.0,6.82,24,False,True,4,Resolved - Escalated
TCK-102680,2024-08-19 22:08:00,Bug/Error,Portal,Pro,Agent_08,High,60.1,0.79,24,False,True,2,Resolved - Escalated
TCK-101846,2024-08-19 22:30:00,Integration/API,Portal,Free,Agent_06,Low,534.1,43.66,120,False,True,2,Unresolved - Pending Engineering
TCK-103509,2024-08-20 00:00:00,Login/Authentication,Email,Pro,Agent_09,High,62.3,3.43,24,False,False,3,Resolved
TCK-103980,2024-08-20 00:00:00,Login/Authentication,Email,Free,Agent_02,Medium,77.6,4.61,72,False,False,4,Resolved
TCK-103403,2024-08-20 00:00:00,Billing/Invoicing,Phone,Free,Agent_05,Medium,1.0,9.62,72,False,False,5,Resolved
TCK-103772,2024-08-20 00:00:00,Integration/API,Chat,Basic,Agent_08,Medium,15.2,165.11,72,True,False,3,Resolved
TCK-102981,2024-08-20 03:03:00,Login/Authentication,Email,Pro,Agent_09,Medium,36.3,1.27,72,False,False,4,Resolved
TCK-102772,2024-08-20 05:02:00,Bug/Error,Chat,Pro,Agent_02,Low,1.5,53.34,120,False,False,5,Resolved
TCK-103067,2024-08-20 07:15:00,Billing/Invoicing,Email,Pro,Agent_03,High,12.3,3.66,24,False,False,3,Resolved
TCK-102500,2024-08-20 08:55:00,Login/Authentication,Email,Basic,Agent_01,Critical,1.0,0.6,4,False,False,4,Resolved - Workaround
TCK-103203,2024-08-20 10:36:00,Billing/Invoicing,Portal,Basic,Agent_05,Low,12.0,7.33,120,False,False,4,Resolved - Workaround
TCK-100352,2024-08-20 11:31:00,Login/Authentication,Email,Free,Agent_01,High,5.3,0.41,24,False,False,4,Resolved
TCK-100646,2024-08-20 13:15:00,Billing/Invoicing,Chat,Free,Agent_04,Low,20.4,7.12,120,False,True,3,Resolved - Escalated
TCK-101457,2024-08-20 14:28:00,Performance/Slowness,Email,Free,Agent_08,High,68.7,4.18,24,False,False,4,Resolved
TCK-101440,2024-08-20 18:38:00,Account Setup,Phone,Basic,Agent_03,Medium,2.9,3.76,72,False,False,5,Resolved
TCK-102952,2024-08-20 19:40:00,Bug/Error,Portal,Basic,Agent_10,High,13.9,1.47,24,False,False,4,Resolved
TCK-102383,2024-08-20 20:43:00,Billing/Invoicing,Chat,Pro,Agent_06,Critical,1.0,0.91,4,False,False,5,Resolved - Workaround
TCK-103879,2024-08-21 00:00:00,Bug/Error,Portal,Free,Agent_11,High,21.1,7.98,24,False,False,5,Resolved
TCK-103869,2024-08-21 00:00:00,Billing/Invoicing,Chat,Free,Agent_02,Medium,2.3,5.01,72,False,False,4,Resolved - Workaround
TCK-100816,2024-08-21 00:13:00,Account Setup,Phone,Basic,Agent_08,Low,1.9,0.14,120,False,False,3,Resolved
TCK-102763,2024-08-21 05:32:00,Billing/Invoicing,Chat,Basic,Agent_07,High,4.7,1.18,24,False,True,3,Resolved - Escalated
TCK-100813,2024-08-21 11:50:00,Billing/Invoicing,Portal,Pro,Agent_03,Low,82.9,13.19,120,False,False,4,Resolved - Workaround
TCK-100203,2024-08-21 13:52:00,Billing/Invoicing,Chat,Enterprise,Agent_07,High,2.3,0.19,24,False,False,3,Resolved
TCK-102396,2024-08-21 15:47:00,Bug/Error,Chat,Free,Agent_04,Medium,1.0,0.67,72,False,False,5,Resolved
TCK-101011,2024-08-21 19:22:00,Bug/Error,Email,Enterprise,Agent_06,Medium,7.4,1.13,72,False,False,5,Resolved
TCK-100994,2024-08-21 19:52:00,Login/Authentication,Phone,Free,Agent_06,High,5.4,0.56,24,False,False,3,Resolved
TCK-100706,2024-08-21 22:41:00,Billing/Invoicing,Phone,Basic,Agent_02,Medium,4.9,2.37,72,False,False,4,Resolved
TCK-102485,2024-08-21 23:07:00,Billing/Invoicing,Portal,Pro,Agent_07,Medium,75.0,1.89,72,False,False,5,Resolved
TCK-103495,2024-08-22 00:00:00,Login/Authentication,Chat,Free,Agent_10,Medium,14.2,2.63,72,False,False,4,Resolved
TCK-103410,2024-08-22 00:00:00,Performance/Slowness,Chat,Basic,Agent_12,Critical,1.0,9.74,4,True,False,3,Resolved
TCK-100982,2024-08-22 00:55:00,Billing/Invoicing,Chat,Pro,Agent_05,Low,6.1,5.46,120,False,False,5,Resolved - Workaround
TCK-101068,2024-08-22 01:00:00,Login/Authentication,Chat,Enterprise,Agent_12,Medium,1.4,0.93,72,False,False,5,Resolved
TCK-101297,2024-08-22 01:06:00,Bug/Error,Email,Basic,Agent_03,Medium,20.8,1.27,72,False,True,3,Resolved - Escalated
TCK-103195,2024-08-22 01:08:00,Billing/Invoicing,Phone,Pro,Agent_04,Low,3.4,0.27,120,False,False,3,Resolved
TCK-101114,2024-08-22 03:31:00,Feature Request,Chat,Free,Agent_05,Medium,1.0,96.3,72,True,False,5,Resolved
TCK-101940,2024-08-22 05:54:00,Feature Request,Portal,Pro,Agent_06,High,87.3,26.64,24,True,True,1,Resolved - Escalated
TCK-100080,2024-08-22 12:24:00,Login/Authentication,Phone,Basic,Agent_07,High,1.0,0.23,24,False,False,4,Resolved - Workaround
TCK-100607,2024-08-22 14:32:00,Account Setup,Portal,Pro,Agent_12,Medium,44.8,0.37,72,False,False,4,Resolved
TCK-101102,2024-08-22 14:56:00,Login/Authentication,Chat,Pro,Agent_09,Critical,2.4,0.44,4,False,True,3,Unresolved - Pending Engineering
TCK-101279,2024-08-22 19:09:00,Feature Request,Chat,Enterprise,Agent_11,Medium,2.0,21.86,72,False,False,3,Resolved
TCK-102773,2024-08-22 19:51:00,Performance/Slowness,Email,Basic,Agent_10,Medium,17.3,7.92,72,False,False,5,Resolved
TCK-101204,2024-08-22 20:48:00,Feature Request,Phone,Pro,Agent_12,Medium,6.1,23.31,72,False,False,4,Resolved
TCK-100584,2024-08-22 20:57:00,Bug/Error,Email,Pro,Agent_08,Critical,2.2,2.71,4,False,True,4,Resolved - Escalated
TCK-101896,2024-08-22 22:47:00,Login/Authentication,Email,Pro,Agent_05,Medium,11.3,2.58,72,False,False,4,Resolved
TCK-103977,2024-08-23 00:00:00,Performance/Slowness,Portal,Enterprise,Agent_04,Medium,32.4,6.69,72,False,False,5,Resolved
TCK-103451,2024-08-23 00:00:00,Integration/API,Phone,Enterprise,Agent_12,Medium,3.6,6.19,72,False,False,4,Resolved
TCK-103687,2024-08-23 00:00:00,Login/Authentication,Email,Pro,Agent_06,Medium,22.1,1.18,72,False,False,4,Resolved
TCK-100966,2024-08-23 04:02:00,Integration/API,Phone,Basic,Agent_08,Medium,4.9,4.32,72,False,False,5,Resolved - Workaround
TCK-101816,2024-08-23 05:50:00,Integration/API,Portal,Basic,Agent_03,High,78.7,6.28,24,False,False,5,Resolved
TCK-100992,2024-08-23 07:14:00,Bug/Error,Portal,Basic,Agent_09,High,28.5,7.39,24,False,False,4,Resolved
TCK-101680,2024-08-23 09:45:00,Billing/Invoicing,Email,Basic,Agent_06,High,27.0,0.45,24,False,False,4,Resolved
TCK-100751,2024-08-23 10:57:00,Bug/Error,Chat,Pro,Agent_02,Medium,6.7,2.25,72,False,True,3,Resolved - Escalated
TCK-102153,2024-08-23 17:39:00,Login/Authentication,Chat,Basic,Agent_12,High,13.1,0.1,24,False,False,5,Resolved
TCK-102386,2024-08-23 17:47:00,Data Export/Import,Portal,Basic,Agent_03,Medium,116.2,1.99,72,False,False,5,Resolved
TCK-100272,2024-08-23 17:48:00,Account Setup,Portal,Free,Agent_01,High,2.3,4.36,24,False,False,4,Resolved
TCK-101838,2024-08-23 18:54:00,Login/Authentication,Chat,Free,Agent_05,Medium,10.0,5.33,72,False,False,4,Resolved
TCK-101964,2024-08-23 20:00:00,Account Setup,Chat,Basic,Agent_01,Medium,1.9,1.2,72,False,False,5,Resolved
TCK-103097,2024-08-23 20:43:00,Integration/API,Chat,Free,Agent_09,Low,9.2,31.5,120,False,True,3,Resolved - Escalated
TCK-102535,2024-08-23 23:24:00,Feature Request,Phone,Pro,Agent_07,Medium,7.1,17.62,72,False,False,4,Resolved
TCK-102887,2024-08-24 12:35:00,Data Export/Import,Phone,Pro,Agent_02,Medium,3.7,0.73,72,False,False,4,Resolved
TCK-102717,2024-08-24 19:01:00,Integration/API,Email,Basic,Agent_12,Low,60.6,12.21,120,False,True,3,Resolved - Escalated
TCK-102032,2024-08-24 22:27:00,Login/Authentication,Email,Basic,Agent_01,High,19.5,1.5,24,False,False,5,Resolved
TCK-102123,2024-08-25 03:07:00,Integration/API,Portal,Basic,Agent_01,Medium,184.0,40.63,72,False,False,4,Resolved
TCK-101481,2024-08-25 05:57:00,Account Setup,Email,Free,Agent_02,Medium,1.7,2.25,72,False,False,4,Resolved - Workaround
TCK-103234,2024-08-25 06:28:00,Login/Authentication,Phone,Enterprise,Agent_04,Critical,1.0,0.46,4,False,False,4,Resolved
TCK-103267,2024-08-25 13:38:00,Bug/Error,Portal,Basic,Agent_11,Low,47.1,85.52,120,False,False,5,Resolved
TCK-100183,2024-08-25 14:38:00,Data Export/Import,Portal,Basic,Agent_01,Medium,30.7,1.55,72,False,False,4,Resolved
TCK-101688,2024-08-25 15:40:00,Billing/Invoicing,Portal,Basic,Agent_11,Medium,80.9,7.02,72,False,False,5,Resolved
TCK-100943,2024-08-25 20:30:00,Bug/Error,Portal,Basic,Agent_04,High,95.7,6.2,24,False,False,4,Resolved
TCK-103596,2024-08-26 00:00:00,Account Setup,Phone,Pro,Agent_02,Medium,2.3,1.32,72,False,False,4,Resolved
TCK-103849,2024-08-26 00:00:00,Bug/Error,Chat,Basic,Agent_09,High,6.1,1.66,24,False,False,5,Resolved
TCK-103667,2024-08-26 00:00:00,Integration/API,Chat,Free,Agent_01,Medium,1.8,6.59,72,False,False,4,Resolved
TCK-101566,2024-08-26 01:37:00,Billing/Invoicing,Chat,Pro,Agent_08,Medium,11.8,3.28,72,False,False,4,Resolved
TCK-102804,2024-08-26 05:13:00,Bug/Error,Email,Pro,Agent_12,High,4.0,1.98,24,False,False,3,Resolved
TCK-100336,2024-08-26 06:25:00,Integration/API,Email,Basic,Agent_07,Low,10.8,13.88,120,False,False,4,Resolved
TCK-100315,2024-08-26 06:38:00,Billing/Invoicing,Email,Basic,Agent_05,High,1.0,0.99,24,False,False,4,Resolved
TCK-101950,2024-08-26 08:44:00,Bug/Error,Phone,Pro,Agent_06,Medium,1.0,0.99,72,False,True,4,Unresolved - Pending Engineering
TCK-102539,2024-08-26 09:37:00,Login/Authentication,Phone,Enterprise,Agent_09,Medium,4.9,8.0,72,False,False,5,Resolved
TCK-102187,2024-08-26 15:30:00,Feature Request,Chat,Pro,Agent_12,Low,7.0,16.25,120,False,False,5,Resolved
TCK-101145,2024-08-26 19:03:00,Billing/Invoicing,Chat,Free,Agent_02,Critical,1.6,1.16,4,False,False,5,Resolved
TCK-103346,2024-08-26 19:50:00,Login/Authentication,Email,Free,Agent_05,Critical,22.4,0.97,4,False,True,2,Unresolved - Pending Engineering
TCK-103193,2024-08-26 20:44:00,Bug/Error,Chat,Pro,Agent_03,Low,8.8,9.73,120,False,False,4,Resolved
TCK-102530,2024-08-26 21:30:00,Login/Authentication,Email,Free,Agent_04,High,14.8,4.41,24,False,False,4,Resolved
TCK-103548,2024-08-27 00:00:00,Bug/Error,Chat,Basic,Agent_09,Medium,26.8,9.09,72,False,False,5,Resolved
TCK-103645,2024-08-27 00:00:00,Billing/Invoicing,Chat,Basic,Agent_08,High,1.0,7.22,24,False,False,4,Resolved
TCK-103819,2024-08-27 00:00:00,Account Setup,Chat,Pro,Agent_09,Medium,19.1,0.36,72,False,False,3,Resolved
TCK-102186,2024-08-27 00:34:00,Bug/Error,Chat,Pro,Agent_03,High,3.1,2.21,24,False,True,2,Resolved - Escalated
TCK-101084,2024-08-27 01:29:00,Integration/API,Chat,Basic,Agent_10,Medium,2.4,14.54,72,False,True,4,Resolved - Escalated
TCK-100615,2024-08-27 03:39:00,Bug/Error,Chat,Basic,Agent_01,Critical,1.7,2.55,4,False,True,2,Resolved - Escalated
TCK-103132,2024-08-27 07:07:00,Account Setup,Email,Pro,Agent_12,High,31.4,0.34,24,False,False,5,Resolved
TCK-103235,2024-08-27 09:30:00,Integration/API,Phone,Basic,Agent_01,Low,2.4,58.89,120,False,False,4,Resolved
TCK-100313,2024-08-27 10:24:00,Billing/Invoicing,Email,Free,Agent_07,High,1.0,2.58,24,False,False,4,Resolved
TCK-100485,2024-08-27 14:43:00,Account Setup,Portal,Enterprise,Agent_03,Medium,24.7,0.69,72,False,False,5,Resolved
TCK-103297,2024-08-27 15:13:00,Bug/Error,Portal,Enterprise,Agent_03,Medium,58.7,9.21,72,False,False,5,Resolved
TCK-102206,2024-08-27 17:08:00,Data Export/Import,Email,Free,Agent_06,Medium,13.5,0.53,72,False,False,4,Resolved - Workaround
